GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
1400000US25027725100,"Census Tract 7251, Worcester County, Massachusetts",1874,108,1.4,1.4,1.7,1.7,9.3,5.3,6.2,3,5.4,2.7,28,9.7,15.8,5.6,20.3,5.2,6.5,2.6,5.4,3,73208,8537,93265,11107,32.8,(X),(X),(X),(X),(X),1234,116,0.6,1,0,3.2,4.4,4.3,5.3,3.3,5.5,3.3,26.8,14,16,7.3,25.2,7.7,7.9,4.1,8.3,4.6,85300,14133,110312,16897,(X),(X),39,(X),(X),(X),971,137,0.8,1.3,0,4,0.7,1.2,6.7,4.3,4.7,3.1,20.6,8.2,18.6,8.5,31.1,7.9,7.4,4,9.3,5.1,91356,16795,N,N,(X),(X),(X),(X),(X),(X),640,140,2.8,3.3,5,5,18.9,11.9,8.1,6.5,6.4,5.2,30.2,12.5,15.8,8.7,10.6,5.7,2.2,2.5,0,6.1,54500,9140,58128,8783,(X),(X),(X),(X),19.7,(X)
1400000US25027726100,"Census Tract 7261, Worcester County, Massachusetts",2414,254,2.4,2,0,1.6,4.4,3.7,2.3,2.6,7.1,4.6,19.6,5.6,17.3,5.8,27.5,8.8,9.5,4.7,9.9,8.5,97820,13069,107102,14707,39.5,(X),(X),(X),(X),(X),1722,205,0,2.3,0,2.3,2.7,3.5,1.2,1.9,6.7,5.2,17.4,6.4,18.2,7.3,28.7,9,12.1,6.2,13,10.8,106548,15274,119152,16969,(X),(X),35.6,(X),(X),(X),1495,211,0,2.6,0,2.6,0,2.6,0,2.6,4.1,4.1,16.3,6.5,20,8.4,33,9.7,11.6,6.8,15,12.3,113291,14083,N,N,(X),(X),(X),(X),(X),(X),692,232,8.2,7.5,0,5.6,8.7,9.7,5.2,6.3,13,11,20.2,11.5,15,9.9,24.4,20.9,3,5.2,2.2,3.9,69091,29514,74498,16247,(X),(X),(X),(X),40.9,(X)
1400000US25027726200,"Census Tract 7262, Worcester County, Massachusetts",2700,396,4.3,3.1,17.2,8.1,10,5.6,8.2,5.4,9.7,8.4,20.8,8.7,8.2,4.6,15.8,6.1,2.4,2,3.3,2.6,52593,23212,61786,8293,40.4,(X),(X),(X),(X),(X),1383,260,0,2.8,4.3,5.7,5.8,5.9,4.4,5.4,4.6,4.3,28.3,12.7,11.4,7.8,30,11.7,4.6,4.2,6.5,5,81224,21850,91761,13452,(X),(X),42.4,(X),(X),(X),1099,276,0,3.6,1.3,2.4,4.8,6.2,5.6,6.7,3.1,4.5,32,15.4,13.2,9.2,28.7,12.2,5.8,5.3,5.6,5.3,81679,24924,N,N,(X),(X),(X),(X),(X),(X),1317,409,8.9,6.7,30.7,14.4,14.5,9.4,12.2,8.8,15,16.2,14.1,9.7,3.6,3.8,0.9,1.8,0,3,0,3,22232,12001,28788,5491,(X),(X),(X),(X),38.3,(X)
1400000US25027727100,"Census Tract 7271, Worcester County, Massachusetts",1621,152,0,2.4,1.6,2,5,3.2,1.9,1.5,6.5,4.4,7.3,3.9,14.9,5.3,25.4,8.9,17,5.6,20.3,6.1,116313,23391,144399,13183,35.3,(X),(X),(X),(X),(X),1226,117,0,3.2,0.8,1.1,2,1.6,0,3.2,5.4,4,7,3.6,21.4,7.6,19.2,5.8,17.3,6,26.8,7.7,141964,11539,162123,17454,(X),(X),37.1,(X),(X),(X),948,126,0,4.1,0.2,0.4,0.7,1.2,0,4.1,4.7,6,6.4,4,14.2,5.9,23.5,6.8,20,6.8,30.1,8.2,150104,18289,N,N,(X),(X),(X),(X),(X),(X),395,162,0,9.6,6.1,8.6,14.2,11.9,7.8,7,15.4,11.7,5.6,5.5,14.7,13.4,34.2,29,2,3.6,0,9.6,85257,69237,71073,19079,(X),(X),(X),(X),29.9,(X)
1400000US25027728100,"Census Tract 7281, Worcester County, Massachusetts",1870,165,2.9,2.6,1.2,1.4,5.1,2.9,3.8,3,6,2.6,6.6,2.8,12.1,5.8,19.6,6.3,18.4,5.8,24.3,5.2,124600,19684,158711,16138,30.7,(X),(X),(X),(X),(X),1457,158,0.6,1,0.9,1.4,5.1,3.5,3.2,3.3,5.1,2.9,2.1,1.5,12.2,7.4,21.6,7.4,21,7.1,28.2,7.3,146458,20109,178673,20947,(X),(X),33.3,(X),(X),(X),1192,161,0.8,1.2,1.1,1.7,3.5,2.8,1.5,1.7,3.9,2.8,1.8,1.7,8.4,4.2,19.5,7.7,25.7,8.1,33.9,7.8,165486,15554,N,N,(X),(X),(X),(X),(X),(X),413,100,10.9,11.1,2.2,3.4,5.1,5.6,6.1,6.9,10.9,7.2,22.5,10.4,12.3,8,16,11.7,6.1,5.9,8,5.8,63542,16053,82422,18769,(X),(X),(X),(X),21.5,(X)
1400000US25027728200,"Census Tract 7282, Worcester County, Massachusetts",1496,139,0,2.6,1.8,1.8,0.4,0.6,8.3,5.2,10.8,4.8,8.2,3.8,15.1,5.3,21.3,7.1,17,5.2,17.2,4.4,115765,13755,127232,10278,36.8,(X),(X),(X),(X),(X),1181,141,1,1.7,0.6,1,0,3.3,4,5.2,12.4,5.8,8.6,5.3,15.3,6.3,20.4,7.9,18.7,6.3,19,5.2,125521,13661,133850,12680,(X),(X),38.1,(X),(X),(X),1049,127,0,3.7,0.7,1.1,0,3.7,4.5,5.9,13.2,6.5,3.5,3.2,14.4,6.2,22.1,8.4,20.3,6.8,21.4,5.8,129688,10794,N,N,(X),(X),(X),(X),(X),(X),315,85,0,11.9,2.5,3.8,1.9,3.1,24.4,14.9,4.4,5.3,21.9,15.1,17.1,10.3,14.9,13.1,2.2,3.4,10.5,9.9,64830,22375,88744,27054,(X),(X),(X),(X),31.7,(X)
1400000US25027728300,"Census Tract 7283, Worcester County, Massachusetts",1888,150,0.5,0.8,4.1,3,4.8,2.2,8.4,5,7.7,3,8.4,3.3,15.7,4.4,25,5,12.1,4.6,13.3,4,100400,7426,112447,8605,32.1,(X),(X),(X),(X),(X),1145,115,0,3.4,1.8,2.5,0,3.4,1.7,1.8,3.5,2.6,8.8,4.5,13,5.2,31.5,7.7,18.4,7.2,21.2,6.8,132938,15048,145515,12032,(X),(X),29.6,(X),(X),(X),942,104,0,4.2,2.2,3.1,0,4.2,2,2.1,2.4,2.2,6.2,4.1,6.4,3.9,32.6,9,22.4,8.5,25.8,8.3,146750,19504,N,N,(X),(X),(X),(X),(X),(X),743,140,1.2,1.9,7.7,6.9,12.1,5.7,18.7,11.7,14.3,6.8,8.9,4.6,19.8,8.4,17.4,8.6,0,5.2,0,5.2,48156,11824,58322,8052,(X),(X),(X),(X),35.9,(X)
1400000US25027728400,"Census Tract 7284, Worcester County, Massachusetts",1822,149,2,1.5,2.1,2.3,5.3,4,2.3,2.2,6.1,3.6,10.6,3.9,11.7,3.5,26.5,6,17.9,5.9,15.3,5.3,113500,13464,126646,12553,34.5,(X),(X),(X),(X),(X),1362,141,0.4,0.7,0.7,1,2.3,2.5,3.1,2.9,3.1,2.6,11.2,4.9,9.5,3.6,28.1,7.4,23.2,7.5,18.4,6.7,129896,18106,143378,14697,(X),(X),35.2,(X),(X),(X),1125,135,0.5,0.8,0.8,1.2,0.6,1,1.8,2,1.9,1.1,11,5.4,7.4,3.3,31.5,8.1,23,7.1,21.5,7.8,137039,19681,N,N,(X),(X),(X),(X),(X),(X),460,128,6.7,6.1,6.5,8.5,14.1,13,0,8.3,15,11.9,8.9,6.8,20.9,13.3,21.7,12.3,0,8.3,6.1,6.6,66711,36924,75139,16244,(X),(X),(X),(X),27,(X)
1400000US25027729100,"Census Tract 7291, Worcester County, Massachusetts",1559,233,2.4,2.1,6.3,7,5.8,3.1,2.4,1.7,10,3.8,14,5.1,11.7,5.5,14.2,4.9,12.8,5.1,20.3,6.3,95521,16769,122597,12827,41.9,(X),(X),(X),(X),(X),954,159,2.7,3.9,0,4.1,1,1.6,0.7,1.1,10.2,5,10,5.8,5.7,4.7,18.8,7.5,18.7,7.8,32.3,9.6,152692,19584,162163,19713,(X),(X),37,(X),(X),(X),872,157,0,4.5,0,4.5,1.1,1.8,0.8,1.2,11.1,5.4,10.9,6.5,3.1,3.2,18.2,7.5,19.4,8.2,35.3,9.9,156250,11714,N,N,(X),(X),(X),(X),(X),(X),605,153,6.1,5.2,16.2,16.4,13.2,7.4,5.1,4.1,9.8,5.9,20.5,11.2,16.9,11.3,7.1,5.1,3.6,3.6,1.5,2.3,49583,17907,57375,11555,(X),(X),(X),(X),49.6,(X)
1400000US25027729200,"Census Tract 7292, Worcester County, Massachusetts",1086,188,4.1,3.4,4.2,3.7,4.7,3.4,5.7,3.7,10.7,6.7,12.1,6.6,19.5,10.7,20.5,7.4,8.8,5,9.6,4.7,81500,11967,98044,11525,35.3,(X),(X),(X),(X),(X),717,164,2.6,3.1,1.5,2.5,3.3,4.2,3.2,3.7,9.6,8.6,10.9,6.3,19.4,15.1,25.2,10.5,18.7,8.3,5.4,4.5,96250,28909,105568,12374,(X),(X),43.4,(X),(X),(X),577,161,1.2,2.2,1.9,3.2,0,6.7,0,6.7,9.2,9.9,9.5,6.6,24.1,18.1,31.4,13.7,15.9,9.3,6.8,5.7,106641,27845,N,N,(X),(X),(X),(X),(X),(X),369,103,7,8.4,9.5,9.8,7.3,6.3,10.6,7.4,12.7,10.2,14.4,10.2,19.8,12,11.4,9.3,0,10.3,7.3,7.7,53510,20179,75203,21734,(X),(X),(X),(X),19.5,(X)
1400000US25027730100,"Census Tract 7301, Worcester County, Massachusetts",2504,232,5.4,4.9,7,3.8,6,4.3,4.6,3.6,3.4,2.5,19.5,8.1,10.9,5.5,22.3,6.1,15.3,6.2,5.7,4.1,81034,15305,96448,16592,29.6,(X),(X),(X),(X),(X),1530,266,3.5,4.1,0,2.6,2.9,4.5,3.9,4,4.6,3.6,16.7,8.5,12.5,6.9,26.7,8.8,21.8,9.7,7.5,6.2,104017,19036,119332,22760,(X),(X),34.9,(X),(X),(X),1137,268,0,3.5,0,3.5,0,3.5,4.1,5,2.7,3.3,12.6,7.3,10,6.8,31.6,11,28.9,11.7,10,8.3,127563,19451,N,N,(X),(X),(X),(X),(X),(X),974,207,9.4,10.2,18.1,9.6,11,7.9,5.5,6.4,4.3,4.7,22.8,14,5.7,6,15.3,11,6.4,6.2,1.4,2.7,52833,33518,57544,12335,(X),(X),(X),(X),20.2,(X)
1400000US25027730200,"Census Tract 7302, Worcester County, Massachusetts",2589,275,4.1,3.4,7.9,7.8,4.6,3.1,8.2,3.9,14.4,5,15.1,6.2,10.4,5.1,17.7,5.9,9,3.9,8.6,4.2,70677,9735,93988,14561,28.8,(X),(X),(X),(X),(X),1312,172,4.6,4,0.5,0.9,1.1,1.9,8.2,6.6,15.4,7.8,13,6.4,4.8,3.6,25.8,8.6,17.3,7.3,9.5,5.5,102426,28008,113273,17136,(X),(X),28.2,(X),(X),(X),1021,157,0,3.8,0,3.8,1.5,2.5,2,2.9,15.2,8.9,16.1,8.1,4.7,4.8,33.1,10.6,15.4,7.5,12.1,6.7,116382,21778,N,N,(X),(X),(X),(X),(X),(X),1277,265,3.6,5.5,15.5,15.3,8.1,5.8,8.3,6,13.5,7.4,17.3,10.4,16.1,9.3,10.9,6.7,4.2,3.9,2.5,2.6,55865,25012,71584,20943,(X),(X),(X),(X),28.4,(X)
1400000US25027730300,"Census Tract 7303, Worcester County, Massachusetts",2015,235,2.4,2.4,1.4,1.2,7.8,4.8,7.1,5.5,14.1,4.9,12.4,4.9,15.6,5,27.3,8.8,5.4,2.6,6.5,4,79549,11632,94883,16069,35.3,(X),(X),(X),(X),(X),1144,232,2.5,3.1,0.8,1.1,3.9,5,7.6,7.1,4.9,3.6,7.8,5.3,13,7.9,41.9,12.6,8.7,4.3,8.9,6.1,101901,4626,111835,16078,(X),(X),34.8,(X),(X),(X),730,168,0,5.3,0,5.3,0,5.3,7.5,8.3,4.7,3.7,6.8,4.6,17.1,10.7,41.9,13.1,12.5,6.5,9.5,7.7,110167,21509,N,N,(X),(X),(X),(X),(X),(X),871,162,2.3,3.8,2.3,2.5,12.9,8.2,10.1,10.3,26.3,10.4,19.7,8.2,14,7.7,8.2,7.2,1,1.6,3.2,4.9,48006,10528,69503,27814,(X),(X),(X),(X),35.9,(X)
1400000US25027730401,"Census Tract 7304.01, Worcester County, Massachusetts",2544,327,19.8,8.2,6.1,4.6,13.4,5.2,8.8,4.5,14,9.2,16.5,6.6,10.6,4.7,5.9,3.6,2.3,2.1,2.6,1.9,39612,14620,50461,6107,34.4,(X),(X),(X),(X),(X),1185,233,6.2,5.5,1.4,2.2,5.8,6,7.9,8.6,23.9,16.7,17.6,9.9,16.8,9.2,11.5,8.2,4.6,4.5,4.4,4.1,59572,19092,73023,10815,(X),(X),35.8,(X),(X),(X),620,124,5.8,7.2,0,6.2,0.5,2.2,1.8,2.7,15.3,18.1,19.7,10.6,24.8,15.1,17.3,13.9,6.5,7.6,8.4,7.9,80337,13932,N,N,(X),(X),(X),(X),(X),(X),1359,293,31.6,14.7,10.9,8.2,19.4,8.5,9.6,6.3,5.4,6,15.6,10,5.2,4.1,1,1.6,0.2,1.8,1.1,1.8,19127,3416,30306,8779,(X),(X),(X),(X),33.1,(X)
1400000US25027730402,"Census Tract 7304.02, Worcester County, Massachusetts",589,59,4.6,5.7,2.4,2.7,4.4,4.6,6.6,5,14.6,10.4,34,10,5.6,3.7,19,9.1,3.4,3.3,5.4,5.1,59469,5783,76179,10395,34.8,(X),(X),(X),(X),(X),434,69,10.1,9.5,5.5,6.1,3.5,4,3,3.5,18.7,12.8,18,6.4,11.8,9.3,18,8.8,4.1,3.5,7.4,6.8,70536,20046,79163,15543,(X),(X),40.1,(X),(X),(X),205,61,9.8,14.5,0,17.6,0,17.6,0,17.6,16.6,15.8,22.9,17.5,7.3,8.2,21.5,12.6,8.8,7.6,13.2,13.6,90625,46604,N,N,(X),(X),(X),(X),(X),(X),155,64,4.5,7.9,3.9,6.1,0,22.5,16.8,13.4,0,22.5,63.2,19.9,5.2,6.7,6.5,7.9,0,22.5,0,22.5,53750,1215,54098,8151,(X),(X),(X),(X),20,(X)
1400000US25027730500,"Census Tract 7305, Worcester County, Massachusetts",1412,147,10.7,4.7,3.4,2.8,6.9,4.9,12.5,6.3,14.6,6.5,16.2,6,18,6.9,12.6,6.1,5.1,4.3,0,2.8,53750,14347,62834,8606,36.9,(X),(X),(X),(X),(X),754,137,3.6,3.5,3.7,4.3,6.6,7.2,16.6,9.5,16.6,8.5,11.4,6.4,19.1,9.2,15.1,9.7,7.3,7.5,0,5.2,60167,29282,70460,14225,(X),(X),34.2,(X),(X),(X),379,117,2.6,3.8,1.6,2.4,1.8,3.4,3.2,4.7,16.1,11.3,3.7,4.6,33.5,16.6,23,15.5,14.5,14.1,0,10,87031,17924,N,N,(X),(X),(X),(X),(X),(X),658,120,18.8,9.4,3,3.2,7.3,6.9,9.6,7.9,14.6,10.5,26.6,11.2,14.1,8.1,5.9,5,0,5.9,0,5.9,47885,16210,47808,8049,(X),(X),(X),(X),37.4,(X)
1400000US25027730600,"Census Tract 7306, Worcester County, Massachusetts",3168,426,1.6,1.5,5.4,4,7,3.8,8.3,7.6,8.4,3.6,12.9,4.3,17,7.5,15.5,5.4,11.4,5.5,12.4,4.3,77405,20160,107013,10702,32.6,(X),(X),(X),(X),(X),1616,208,0,2.4,0,2.4,2.2,2.4,1.9,2.3,4,3.3,14.9,5.6,15.4,7.9,20,8.6,20.3,10.5,21.3,7.8,142605,59833,147087,15325,(X),(X),32,(X),(X),(X),1392,201,0,2.8,0,2.8,2.6,2.8,2.2,2.7,4.7,3.8,13.9,5.8,16.7,8.9,22,10,14.4,7.5,23.6,8.6,123382,51762,N,N,(X),(X),(X),(X),(X),(X),1552,397,3.2,3.2,11.1,8.4,12,7.3,14.9,15.1,13,7.5,10.9,7,19.8,12.9,9.9,6,2.2,2.5,3.1,3,45000,19728,65216,14713,(X),(X),(X),(X),33.2,(X)
1400000US25027730700,"Census Tract 7307, Worcester County, Massachusetts",2682,278,5.4,4.2,1.6,1.5,9.3,8,9.9,3.7,14.1,6.9,9.6,4.9,18.2,6.5,13,5.1,10.7,5.1,8.2,3.4,75096,17664,92127,11747,43.3,(X),(X),(X),(X),(X),1614,287,1.7,2.4,0.9,1.5,11.7,11.9,8.6,4.3,4.8,3.5,8.4,5.4,21.2,8.1,18.3,8.1,12.8,6.3,11.6,5.2,90670,11232,110442,17901,(X),(X),41.9,(X),(X),(X),1000,222,1.3,2.2,0,3.9,0,3.9,3,3.3,6.3,5,13.5,7.9,18,7.2,25.2,10.6,18,8.4,14.7,7.7,109302,9652,N,N,(X),(X),(X),(X),(X),(X),1068,233,11,8.5,2.7,3.1,5.7,4.8,11.8,8.6,28.1,15.2,15.1,10.1,10.1,6.2,4.9,4.4,8.9,9.4,1.7,2.7,44250,5663,60458,15317,(X),(X),(X),(X),40.4,(X)
1400000US25027730801,"Census Tract 7308.01, Worcester County, Massachusetts",1533,176,2.3,2.8,3.3,2.2,5.5,2.9,3,2.5,11.2,4.8,13.1,5.8,6.4,3.4,19,7.9,9.3,3.7,26.9,6.8,122841,29194,141970,16555,33.6,(X),(X),(X),(X),(X),1088,195,0.8,1.3,1.9,2.2,2.1,3.3,2.9,3.2,9.9,6.1,9,6.6,6,4.3,22.3,10.1,13.4,5.1,31.5,9.2,142057,14651,166147,24074,(X),(X),36.6,(X),(X),(X),983,193,0.9,1.4,2.1,2.4,2.3,3.7,3.3,3.6,6.6,4.6,10,7.4,4.8,3.3,22.3,11.1,13.8,5.4,33.9,9.9,143860,30422,N,N,(X),(X),(X),(X),(X),(X),445,90,5.8,9.2,6.5,4.7,13.7,6.6,3.1,3.4,14.4,8.1,23.1,12.4,9,6.7,13.3,8.5,0,8.6,11,10.3,61250,13176,77387,20674,(X),(X),(X),(X),26.3,(X)
1400000US25027730802,"Census Tract 7308.02, Worcester County, Massachusetts",815,100,4.4,4.5,1.5,1.6,1.6,2.5,2.8,2,11.8,5.4,19.9,7.6,17.2,7.4,12,5.7,18.7,8.8,10.2,5.4,84609,18752,109517,13054,38.7,(X),(X),(X),(X),(X),540,88,3.3,5,0,7.1,2.4,3.4,2.2,2.6,7,6.2,11.7,6.6,21.1,9.2,11.5,6.9,25.4,12.8,15.4,8.5,114167,43228,130507,20002,(X),(X),36.9,(X),(X),(X),432,97,0,8.8,0,8.8,0.2,1.1,2.8,3.1,7.4,7.3,14.6,8.2,17.4,8.3,9.5,7.2,30.1,15.2,18.1,9.6,132143,44090,N,N,(X),(X),(X),(X),(X),(X),275,76,6.5,10.2,4.4,4.9,4.4,6.9,4,2.9,21.1,13.5,31.6,15.7,13.8,11.2,14.2,9,0,13.5,0,13.5,58880,9581,61390,11226,(X),(X),(X),(X),38.9,(X)
1400000US25027730901,"Census Tract 7309.01, Worcester County, Massachusetts",1397,209,3.7,2.9,6.2,5.3,6.1,3.6,5.3,3.2,9,4.3,15.6,6.8,15.6,6.6,20.1,10.5,12,4.3,6.4,3.7,78523,13349,99656,14230,26.6,(X),(X),(X),(X),(X),914,201,4.7,4,1.9,2.1,5.9,5,6.6,4.4,2.3,2.3,13.2,7.2,16.4,9.1,26.3,15.6,13.9,6.5,8.9,5.5,97386,25851,113239,19685,(X),(X),23.7,(X),(X),(X),795,209,4.4,4.6,2.1,2.4,3.9,4.8,5.5,4.4,1.6,2.1,11.7,7.5,16.1,10.1,28.4,17.7,16,7.9,10.2,6.5,107743,25781,N,N,(X),(X),(X),(X),(X),(X),483,126,1.9,2.9,14.3,13.8,9.5,5.8,7.5,5.9,20.1,11.3,21.1,13.4,11.2,9.7,6.4,5.3,6.2,5.7,1.9,2.7,48616,13238,67219,20380,(X),(X),(X),(X),31.5,(X)
1400000US25027730902,"Census Tract 7309.02, Worcester County, Massachusetts",1026,111,8.4,5.5,4.9,5.1,4.9,4.1,3.5,3,5.9,3.6,13.7,6.9,13.4,7.5,22.6,8.1,14.5,6.1,8.2,5.1,91719,18681,99550,10732,43.3,(X),(X),(X),(X),(X),621,118,5.6,6.6,0,6.2,1.4,2.2,1.3,2.2,2.4,3.5,18.5,11.1,15,9.5,28.7,11.3,15.5,8.6,11.6,8.3,111150,19948,118370,17378,(X),(X),36.9,(X),(X),(X),442,102,0,8.6,0,8.6,0.9,2.6,0,8.6,3.4,4.9,19.9,13.4,9,8,34.6,14.2,15.8,9,16.3,11.1,122679,25894,N,N,(X),(X),(X),(X),(X),(X),405,87,12.6,9.9,12.3,12.7,11.4,10.4,6.9,7.1,11.4,8.3,11.1,8.9,4.9,6.5,13.3,10.4,13.1,9.8,3,4.5,47344,29300,68212,17328,(X),(X),(X),(X),53.1,(X)
1400000US25027731001,"Census Tract 7310.01, Worcester County, Massachusetts",1009,225,3.2,2.1,1,1,5.4,2.9,5.3,2.9,17.4,9.8,12.7,5.8,26.2,13.5,15.4,9.2,7.3,4.4,6.2,3.8,82917,11853,94778,14180,40,(X),(X),(X),(X),(X),684,204,1.5,1.8,0.7,1.1,1.9,2.3,8,7.3,18.6,13.4,10.7,5.4,32.9,18.2,10.1,6.9,10.8,6.8,4.8,4,83750,10874,94264,17920,(X),(X),43.3,(X),(X),(X),411,137,0,9.3,0,9.3,1.5,3.1,2.9,3.2,8.5,6.9,13.4,7.3,34.1,23.8,16.8,11.9,16.1,10.3,6.8,6.3,84713,18893,N,N,(X),(X),(X),(X),(X),(X),325,121,6.8,5.3,1.5,2.2,12.6,7.8,7.7,5.6,15.1,14.4,10.5,8.6,15.1,8.5,23.4,21.8,0,11.6,7.4,7.3,71118,42183,86409,25832,(X),(X),(X),(X),33.2,(X)
1400000US25027731002,"Census Tract 7310.02, Worcester County, Massachusetts",2639,293,8,5.2,14.3,8.2,11.2,5.8,8.6,5.7,10.7,5.7,14.2,5.8,10.1,5,16.3,6.7,3.2,2.1,3.3,2.5,41966,18159,62945,8920,35.1,(X),(X),(X),(X),(X),1528,275,8.3,7.3,5,5.4,12.7,8.7,8.1,8.6,12.5,8.9,14.3,7.1,14.5,7.2,14.8,6.3,4.5,3.3,5.3,4.3,59602,21797,72879,12982,(X),(X),39.1,(X),(X),(X),955,241,6.8,8.3,5.7,8,6.3,7.3,8,11.3,8.5,8.7,21.4,10.6,9.8,7.3,20.1,8.7,7.1,5.3,6.4,6.5,68095,21537,N,N,(X),(X),(X),(X),(X),(X),1111,280,7.6,6.6,27.1,16.5,10.7,6.2,12.2,9,12.9,10.1,10.9,8.7,4.1,6.4,14.7,12.3,0,3.5,0,3.5,26463,11672,41287,11899,(X),(X),(X),(X),28.2,(X)
1400000US25027731101,"Census Tract 7311.01, Worcester County, Massachusetts",1411,139,17.2,7.9,3.3,3.5,14,7.7,7.6,4,14.3,5.9,14.5,6.8,13.4,7.3,8.4,4.7,4.2,4.8,3.2,2.8,45569,5757,58929,8744,43,(X),(X),(X),(X),(X),841,153,16.4,9.9,4.2,5.4,3.7,3.2,4.6,3.7,11.9,6.6,18.7,10.3,17.7,10.7,10.5,6.9,7,8,5.4,4.9,60795,14036,74191,14379,(X),(X),48,(X),(X),(X),453,123,9.9,9.3,0,8.4,4.6,5.3,4.6,5.2,9.3,7.6,17,13.4,12.1,9.3,19.4,12.7,13,14.2,9.9,9,79271,38116,N,N,(X),(X),(X),(X),(X),(X),570,137,18.4,12.9,1.9,2.8,29.3,16,13.5,8.1,17.9,10.7,8.6,6.5,8.9,8.7,1.4,2.5,0,6.8,0,6.8,28000,15127,34136,7427,(X),(X),(X),(X),35.6,(X)
1400000US25027731102,"Census Tract 7311.02, Worcester County, Massachusetts",1156,235,9.2,6.3,1.4,1.6,3.3,3.8,7,5.6,17.1,9.6,9.2,5.6,2.2,2.7,38.2,13.8,1.4,2.3,11.1,5.6,103750,60432,99165,15225,52.1,(X),(X),(X),(X),(X),813,239,1.7,2.5,0,4.8,1,1.5,10.9,12.1,12.4,9.5,6.3,5.3,3.1,3.8,48.7,17.4,2,3.3,13.9,8.1,108863,12569,117174,19297,(X),(X),54,(X),(X),(X),472,188,1.5,3.1,0,8.1,1.7,2.6,6.1,8.4,6.6,7.5,8.3,8.3,3.6,6,48.3,24,0,8.1,23.9,13.9,109865,24221,N,N,(X),(X),(X),(X),(X),(X),343,89,26.8,18.1,4.7,5.3,11.1,11.6,15.2,13.5,10.8,8.8,16,13.6,0,11,13.4,12.8,0,11,2,3.6,32634,15259,48291,20366,(X),(X),(X),(X),45.2,(X)
1400000US25027731202,"Census Tract 7312.02, Worcester County, Massachusetts",0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
